timestamp,CO,NH3N,pH,DO,flow
2021-01-01,1.2152358539877215,0.7867887886694684,7.014521967228927,7.100909980373401,1.155580979012039
2021-01-02,1.152443465919142,0.7980841891423133,7.002169699322934,6.861373223091835,1.046430135241844
2021-01-03,1.246406882114872,0.7660713071986592,7.02069076648096,7.096399583545819,1.0807372361170668
2021-01-04,1.2603521692642112,0.7807881896455637,7.059514635211186,6.934914893600478,1.008512311306751
2021-01-05,1.1202087259277722,0.7889990102156499,7.077774625340784,6.853922304727173,1.14247313851934
2021-01-06,1.1570839844043732,0.7856241424439666,7.049476309036155,6.9112983405845885,1.0746714221191398
2021-01-07,1.2330123596478513,0.7699451154234495,7.0914995111725245,6.932242915159494,1.133946523870464
2021-01-08,1.2152294793626912,0.769094770353646,7.099733631194297,6.822097569686126,1.1932216256217882
2021-01-09,1.2346156965474386,0.7661790715911428,7.0951492062214045,6.889960653778962,1.0326559740651375
2021-01-10,1.197209567754177,0.7169383472078618,7.078837843382582,6.73559323777983,1.3085978044758204
2021-01-11,1.288228527579437,0.7699755878236738,7.075811836740021,6.812037239393136,1.2124274200838718
2021-01-12,1.287534938740096,0.7072031590512214,7.070777298676284,6.74759052774156,1.3163730478401332
2021-01-13,1.2563224348517843,0.7227938349926385,7.060594525701448,6.64841619171668,1.1429098671137128
2021-01-14,1.3137463629492343,0.7843260589791177,7.052769495958591,6.559817614172285,1.169050016159761
2021-01-15,1.2851100203137924,0.768848743809665,7.042408293180793,6.5674183112103535,1.1627592540385274
2021-01-16,1.2231060358790755,0.7865257592582418,6.994113045529455,6.55502537430337,1.2873314349485188
2021-01-17,1.288829170710946,0.7318569829128451,6.970085706995917,6.653915683639334,1.28291687804321
2021-01-18,1.2267523565346716,0.7033881706449532,6.968079449163105,6.489986196770938,1.2495022108315417
2021-01-19,1.3229067599966216,0.7285394332441317,6.95343837309897,6.443090497794111,1.2131914194577234
2021-01-20,1.2807576367891602,0.7364625519582255,6.917001508787083,6.605482897948129,1.1992610163043316
2021-01-21,1.2782614617415595,0.733276327958047,6.92920532916088,6.301595847676785,1.3015636138660098
2021-01-22,1.257688747215077,0.7622821381843101,6.924486055193604,6.254571724984934,1.2716096262433938
2021-01-23,1.357071975511836,0.7146628573006942,6.926381539776346,6.235836204252736,1.2559686887170678
2021-01-24,1.292406207145281,0.7331597897229373,6.936114228597569,6.027530989502478,1.4350844069962576
